date,XS1,XS2,XS3,XS4,XS5,XS6,XS7,XS8,XS9,XS10
1997-03-01,-0.0270974,-0.0268337,-0.018639,-0.0343897,-0.0288625,-0.0246195,-0.0090205,-0.0110366,-0.0066952,0.0093585
1997-04-01,0.0541849,0.0252866,0.0026238,-0.0080814,0.0022135,-0.0049003,-0.0068916,-0.0027509,-0.0159776,0.0092909
1997-05-01,-0.0121691,-0.0061376,-0.0269316,-0.0135209,-0.0133767,-0.0125322,-0.0052078,-0.0138355,-0.0068053,0.0265016
1997-06-01,-0.0140804,-0.007951,-0.0232939,-0.0256129,-0.0272779,-0.0410869,-0.0370212,-0.0250273,-0.0146902,0.0012385
1997-07-01,-0.0207565,-0.0170845,-0.0197609,-0.0122155,-0.0091257,-0.0250305,-0.0252637,-0.021689,-0.0010454,0.0466165
1997-08-01,0.0309011,0.0057916,0.0181788,0.0122666,0.0096787,0.0440633,0.0324123,0.0531772,0.0276997,-0.004829
1997-09-01,0.0246426,0.0207146,0.0210759,0.0183156,0.0464775,0.0268399,0.0388375,0.0270952,0.0427285,0.0640907
1997-10-01,0.0296591,-0.0272763,-0.0031474,0.0038961,0.0143177,0.0099811,0.0125293,-0.0147228,-0.0499323,-0.0550748
1997-11-01,-0.0311425,-0.0196938,0.0007308,-0.0327227,-0.0238978,-0.0230632,-0.0190595,-0.0233481,-0.0127735,0.0047788
1997-12-01,0.0147191,-0.0002481,0.0083758,0.0005576,0.0202244,0.0186609,0.0081015,0.0115409,0.0104701,0.035865
1998-01-01,-0.0005176,0.0194229,0.0177201,0.0219704,0.0204969,0.0206023,0.0151903,0.0224995,-0.0065368,0.0469906
1998-02-01,0.0620515,0.0370338,0.0571678,0.0526177,0.0300056,0.046667,0.0392391,0.032032,0.0626477,0.0464529
1998-03-01,0.0167949,0.0521202,0.0501691,0.0526545,0.0422694,0.0702525,0.0641818,0.0691254,0.056419,0.0392148
1998-04-01,-0.004458,-0.01092,0.0078099,0.0177913,0.007237,0.001729,0.0037002,0.001045,0.0203942,0.0083152
1998-05-01,0.0540332,0.0858991,0.0939113,0.071071,0.0598508,0.0631002,0.0541383,0.0403873,0.0470604,-0.004803
1998-06-01,-0.0280229,-0.0288388,-0.0402233,-0.0603657,-0.0456453,-0.049843,-0.0677019,-0.0570861,-0.0754092,-0.0019236
1998-07-01,-0.0342599,-0.0602979,-0.0565068,-0.0665129,-0.0721465,-0.0641611,-0.0634365,-0.0596341,-0.028564,-0.0043548
1998-08-01,-0.0516206,-0.090223,-0.1100013,-0.1063141,-0.1150491,-0.1107716,-0.1288837,-0.1452224,-0.1528376,-0.0940625
1998-09-01,-0.0613837,-0.0593574,-0.0535263,-0.053165,-0.0915416,-0.0675794,-0.0525315,-0.1001588,-0.0798843,-0.0230043
1998-10-01,-0.0356116,-0.0032826,-0.0515553,-0.026701,0.008652,-0.0191863,-0.0046492,0.0181467,0.0719196,0.0502505
1998-11-01,0.0094173,0.0187569,-0.0099053,0.0152635,-0.0207042,0.0204816,0.0510534,0.0221944,0.0145675,0.0406333
1998-12-01,0.0076788,0.001997,-0.0111264,-0.0123797,0.0079949,-0.0011415,0.0208537,0.000857,-0.0285785,0.0198639
1999-01-01,0.0036713,0.0716918,0.0357667,0.048195,0.0519252,0.0157709,0.0343769,0.035853,0.0229169,0.013946
1999-02-01,0.0081073,0.0357275,0.0185753,0.0533788,0.05792,0.0817463,0.0728068,0.0615279,0.0700711,0.0228021
1999-03-01,0.0267242,0.0460082,0.0760226,0.0469288,0.0531494,0.0428573,0.0378964,0.0731537,0.0515661,0.0102614
1999-04-01,0.0612256,0.0839366,0.0674676,0.0827842,0.0635256,0.0731383,0.0594204,0.0729403,0.0842451,0.020382
1999-05-01,0.0074741,0.0188888,-0.0089444,-0.0122507,-0.0117651,0.0122207,-0.0101814,-0.0289446,-0.0183075,-0.0398497
1999-06-01,0.0305833,0.0674075,0.0498995,0.051047,0.0322331,0.0441498,0.027934,0.0289606,0.0444677,0.0194002
1999-07-01,0.0290736,0.0387009,0.0296062,0.0505786,0.033618,0.0212419,0.0546252,0.0299577,0.0209415,-0.0102478
1999-08-01,0.0313438,0.0735724,0.0428398,0.0465988,0.0370129,0.0363933,0.0250365,0.036036,0.0011719,-0.0015544
1999-09-01,-0.0167356,0.0011554,-0.0094204,-0.0086297,-0.0250522,-0.0253859,-0.050686,-0.0378763,-0.0651559,-0.0550187
1999-10-01,0.0209266,0.0186144,0.0109137,0.0110175,-0.0024133,-0.007683,-0.0120405,-0.0251209,-0.0108444,0.0164936
1999-11-01,0.1101234,0.1493926,0.0267745,0.1754928,0.12424,0.0901086,0.056,0.0972734,0.1016227,0.0678924
1999-12-01,0.1147392,0.0382925,0.0812639,0.1464451,0.1015758,0.098914,0.1095377,0.0514151,0.0275895,0.0512458
2000-01-01,0.114551,0.0576212,0.0931862,0.0963723,0.0610134,0.0175318,0.0551338,0.0164023,-0.0207539,-0.0810193
2000-02-01,0.0364241,0.0038817,0.0593129,0.2578305,0.0541485,0.0876211,0.069562,0.0585847,0.0482863,0.0023009
2000-03-01,-0.0742515,-0.074366,-0.0842228,-0.1072745,-0.0631979,-0.0754318,-0.0529324,-0.0445626,-0.0147906,0.0422234
2000-04-01,-0.095226,-0.029541,-0.0974315,-0.1217355,-0.1059077,-0.0999018,-0.0854362,-0.094031,-0.0265634,-0.0161978
2000-05-01,-0.0368142,-0.039799,-0.0155351,-0.0640447,-0.0489769,-0.0224917,-0.0372814,-0.0616505,-0.006177,-0.0186724
2000-06-01,0.0097381,-0.0062062,0.0468373,0.0702099,0.0723111,0.0823421,0.0799705,0.0528207,0.0342923,0.0042534
2000-07-01,-0.0105111,0.0298846,-0.0074776,0.0285516,-0.0114347,-0.0033987,0.0205031,0.0339132,0.034708,0.0163998
2000-08-01,0.0477348,0.0420029,0.0704595,0.1134677,0.0546872,0.0565228,0.0632037,0.0597277,0.0397342,0.0324641
2000-09-01,-0.023836,-0.0077677,-0.0024244,-0.0205952,-0.0410581,-0.003261,-0.0485552,-0.0650834,-0.0499338,-0.0609385
2000-10-01,-0.0316503,-0.0102578,-0.0406275,-0.0477824,-0.0701724,0.0062304,-0.0423932,-0.0252827,-0.0236221,0.0241222
2000-11-01,-0.021044,-0.0161358,-0.0137973,-0.024169,0.0117171,-0.0103664,-0.0354717,-0.0523956,-0.0715476,-0.0538095
2000-12-01,0.0242614,0.0280329,0.0016674,0.000429,0.0319783,0.0326077,0.0304591,0.0340281,0.0231242,-0.0022748
2001-01-01,0.0500808,0.0548542,0.0640253,0.0406313,0.0454049,0.0440105,0.0591238,0.0351321,0.0319687,-0.0063799
2001-02-01,0.0127974,0.0060671,-0.0045507,-0.0046779,0.0097721,-0.0183074,-0.025031,-0.0178317,-0.0169528,-0.0643636
2001-03-01,-0.0596976,-0.0480617,-0.0663946,-0.0684227,-0.0752681,-0.0557583,-0.0581201,-0.0832835,-0.0916533,-0.05801
2001-04-01,0.0352999,0.0556024,0.0456697,0.0605989,0.0742373,0.0450011,0.0337383,0.0457102,0.0597257,0.0484385
2001-05-01,0.0160419,0.0375554,0.0550947,0.0328374,0.0542282,0.0404305,0.0117587,0.0124881,0.0247713,-0.0273406
2001-06-01,0.0346691,-0.0083092,-0.0026114,0.0130417,-0.0100077,-0.0495406,-0.0228161,-0.0293519,-0.0522547,-0.0339484
2001-07-01,0.0150275,-0.0051766,-0.0481093,-0.0401224,-0.0587181,-0.0414695,-0.0402878,-0.0407733,-0.0487441,-0.0302835
2001-08-01,-0.0108452,0.0154854,0.0240206,0.0161719,0.0051034,0.0121879,0.0164419,0.0233297,0.0053905,-0.0489075
2001-09-01,-0.0763371,-0.1297579,-0.1333033,-0.1537287,-0.127662,-0.1503712,-0.1809353,-0.1942453,-0.1490831,-0.0781098
2001-10-01,0.0322403,0.1062958,0.0662811,0.0689664,0.0604755,0.0625083,0.0834851,0.0618075,0.0857446,0.0190221
2001-11-01,0.1011597,0.1150043,0.0878281,0.1375691,0.1321701,0.1438912,0.1146847,0.0866419,0.1170949,0.046174
2001-12-01,0.0246859,-0.0106083,-0.0138424,-0.0058713,0.0233229,0.0259369,-0.0031229,0.0186253,0.0258841,-0.007306
2002-01-01,-0.0244019,-0.0225842,0.0040019,-0.0269865,-0.0102914,-0.0253344,-0.0302053,-0.0032373,-0.0327141,-0.0303519
2002-02-01,0.0289318,-0.0112906,-0.0260505,-0.0244559,-0.0446237,-0.0052675,-0.0416057,0.0067187,-0.0118359,-0.0020366
2002-03-01,0.0297026,0.0372977,0.0484367,0.0591133,0.0569481,0.0328416,0.0595165,0.0529868,0.0583613,0.0131555
2002-04-01,0.0389996,-0.0038364,0.0304684,0.0277594,0.0255207,-0.0183134,0.0021109,0.0175559,-0.0215501,-0.0381921
2002-05-01,0.0104559,0.0317514,-0.0004186,0.0140198,0.000279,0.0018894,0.0132972,-0.0124085,-0.0118243,-0.0274973
2002-06-01,-0.0445548,-0.0659685,-0.0883311,-0.0707753,-0.0929977,-0.0987913,-0.0909544,-0.0755501,-0.1055819,-0.0803178
2002-07-01,-0.031892,-0.0466632,-0.0484952,-0.0988502,-0.0807526,-0.1017608,-0.1140443,-0.1333459,-0.1383518,-0.0962603
2002-08-01,-0.0002202,-0.0109176,-0.0219397,-0.0112874,-0.0144354,-0.0045786,-0.0073671,0.0116678,0.0189784,0.001927
2002-09-01,-0.0287354,-0.0902039,-0.0957296,-0.1078647,-0.096079,-0.0951521,-0.1004766,-0.0885728,-0.1364432,-0.0856435
2002-10-01,0.0442229,0.0251562,-0.0055938,0.0178818,0.0001208,0.0053576,-0.0276941,-0.0016421,0.0487373,0.0620925
2002-11-01,0.0680286,0.0907953,0.0910307,0.0891864,0.0714182,0.0860231,0.0621349,0.0372906,0.0344004,0.0244193
2002-12-01,-0.0938138,-0.0445288,-0.0086121,-0.007006,-0.0340555,-0.03145,-0.0316804,-0.0534975,-0.0701671,-0.0431413
2003-01-01,-0.0218068,-0.0300485,-0.0345505,-0.0488312,-0.0440556,-0.0562697,-0.0664484,-0.0481587,-0.069395,-0.0796288
2003-02-01,0.0187829,-0.0082623,-0.0127795,-0.0172856,-0.0153597,0.0200632,-0.0304258,-0.0010203,-0.008092,0.0121727
2003-03-01,-0.0104768,0.0107124,-0.075603,-0.0141553,-0.0279869,-0.0218151,-0.0156098,0.0017348,-0.004695,0.0009338
2003-04-01,0.0337319,0.095411,0.1065323,0.1316531,0.1250789,0.1025702,0.0915025,0.0951909,0.1102521,0.0882401
2003-05-01,0.1775235,0.1073522,0.1384004,0.1446956,0.1262799,0.1216773,0.1132522,0.0917251,0.1100563,0.027529
2003-06-01,0.092601,0.0716185,0.0685689,0.0629686,0.0404209,0.0366706,0.0402488,0.036429,0.0194253,-0.0145991
2003-07-01,0.0575166,0.1218616,0.0885443,0.0762942,0.1458362,0.0942451,0.07622,0.0511288,0.0784888,0.0251701
2003-08-01,0.1262979,0.1321392,0.1051633,0.0812205,0.0993454,0.0547923,0.0584844,0.0408973,0.0482734,0.0151137
2003-09-01,-0.0157516,-0.0214185,0.0146605,-0.0025307,0.0100677,-0.0295809,-0.0060227,-0.0150901,-0.0184176,-0.0036569
2003-10-01,0.0489484,0.047391,0.0677661,0.0458054,0.0621693,0.0498064,0.023518,0.0383463,0.044693,0.0502674
2003-11-01,0.0027322,0.0044277,0.0091971,-0.0042577,-0.0043717,-0.02475,0.0075897,0.0003024,0.0002421,0.018826
2003-12-01,0.0163007,0.0725194,0.036295,0.044224,0.036847,0.018077,-0.0003388,0.013312,0.0198365,0.0211351
2004-01-01,0.0577828,0.0644446,0.0858521,0.069933,0.0733693,0.0778636,0.0634237,0.0395822,0.0272452,-0.0186981
2004-02-01,0.0503452,0.0421377,0.0691783,0.0192393,0.0374949,0.0166552,0.0235251,0.0327799,0.045673,0.0263631
2004-03-01,-0.0550642,-0.0298815,-0.0579112,-0.0319575,-0.0278365,-0.0171448,-0.0147458,-0.0015207,0.0185544,-0.0242832
2004-04-01,0.0019494,0.0264087,0.0131424,-0.0096809,0.0020276,0.0020021,-0.0098362,0.0070495,-0.0069255,0.0216046
2004-05-01,-0.055162,-0.0369905,-0.0462657,-0.0368428,-0.038016,-0.042687,-0.0304493,-0.037583,-0.0205559,-0.0137375
2004-06-01,0.0515664,-0.0093712,0.0453223,0.0628128,0.0455327,0.0183608,0.0439223,0.0474046,0.0328778,0.0070575
2004-07-01,-0.062459,-0.021339,0.023704,-0.0222577,-0.0413254,-0.0380698,-0.0253401,-0.0402036,-0.0500392,-0.0228672
2004-08-01,-0.0043054,-0.0067607,0.0122623,0.0021266,-0.0044537,-0.0097566,-0.004075,0.0010277,0.0224493,0.0137581
2004-09-01,0.0468051,0.0341156,0.0065319,0.0100099,0.0185082,0.0480164,0.0267891,0.0241954,0.0307475,0.0161934
2004-10-01,0.0195878,0.0362657,0.0482267,0.0311245,0.0186676,0.0219586,0.0115447,0.0083163,0.0069748,0.0120711
2004-11-01,-0.0042465,0.0496951,0.0261088,0.0318555,0.0262604,0.0162859,0.0461395,0.0411727,0.0372532,0.0182162
2004-12-01,-0.0037348,0.0421566,0.0211987,0.0327834,0.017658,0.0428137,0.0420089,0.0486492,0.0575282,0.0216874
2005-01-01,-0.0129976,0.0658884,0.0511523,0.0387514,0.0246044,0.0565838,0.0354371,0.0368737,0.0259372,0.0002647
2005-02-01,0.1042236,0.058513,0.0547869,0.0170573,0.0256044,0.0251691,-0.0017445,0.0140401,0.0174995,0.0181822
2005-03-01,-0.0196926,-0.0305709,-0.0118984,-0.0229939,-0.0077847,-0.0154857,-0.0086827,-0.0175979,-0.0169875,-0.0107063
2005-04-01,-0.043965,-0.0509301,-0.030424,-0.0370358,-0.0187053,-0.0456661,-0.0461842,-0.0607073,-0.0650791,-0.0093925
2005-05-01,0.0007157,0.0022841,0.0188863,-0.0056213,-0.019453,0.0181884,0.0408052,0.0465449,0.0615001,0.0394948
2005-06-01,0.0141498,0.0279202,0.0213882,0.0580785,0.0364798,0.0329255,0.0380427,0.0394284,0.025048,0.016757
2005-07-01,0.0270577,0.0091541,0.0243543,0.0199909,0.0456593,0.0364546,0.035199,0.0382302,0.0171376,0.0360409
2005-08-01,-0.0255455,0.0634332,0.0113424,0.0266512,0.0360046,0.0411022,0.015522,0.0196631,0.0077333,0.0077529
2005-09-01,-0.020262,-0.0020389,-0.0072604,0.0232511,-0.0089947,0.0149349,0.015392,0.0264065,0.0280654,0.0330557
2005-10-01,-0.082923,-0.0798284,-0.0501779,-0.0264765,-0.0533209,-0.0379295,-0.0387379,-0.0348528,-0.0326937,-0.0191663
2005-11-01,0.0355678,0.0451165,0.0242595,0.0597648,0.0497393,0.0590134,0.0812826,0.0699077,0.0810503,0.0060059
2005-12-01,0.0209562,-0.0176697,0.0145722,0.0332555,0.0469643,0.0387827,0.0392672,0.0565278,0.0571865,0.0471502
2006-01-01,-0.0318782,0.0343258,0.0375637,0.0473257,0.0627289,0.060314,0.0408815,0.0337342,0.0344365,0.0059356
2006-02-01,-0.0008458,0.0197016,0.0133578,0.018867,0.0232132,0.0165586,0.027802,0.0263621,0.0280959,0.0075787
2006-03-01,-0.0309966,0.030291,-0.0075526,0.0006895,0.0189,0.0278647,0.0354273,0.0368875,0.049025,0.0411181
2006-04-01,0.0075056,0.0219145,0.0110036,0.014346,-0.0027653,0.0004575,0.005942,-0.0056555,-0.0003476,0.0126819
2006-05-01,-0.0334209,-0.0573976,-0.0716298,-0.0430724,-0.0418597,-0.0449844,-0.0525345,-0.0428809,-0.0555931,-0.0421603
2006-06-01,0.0045375,-0.0247501,-0.0056502,-0.0214833,-0.0015512,-0.0010381,0.009405,0.0044554,0.0133396,0.0174954
2006-07-01,0.0173013,0.0142076,0.0090043,0.0206737,-0.0158184,0.0021607,-0.0175336,-0.0061176,-0.0006302,0.0139207
2006-08-01,0.0270663,0.0515692,0.0210747,0.0239061,0.0183788,0.0205911,0.0164965,0.0198466,0.0236522,0.0106664
2006-09-01,0.0346675,0.0382088,0.0438027,0.0266463,0.0385631,0.0194599,0.047158,0.0465969,0.0269901,0.0109076
2006-10-01,0.0095546,0.0081224,0.0486147,0.0056027,0.0229181,0.0299224,0.0354129,0.0433414,0.0267042,0.0275933
2006-11-01,-0.023541,-0.0056698,0.0108078,-0.021687,-0.0034111,0.0215876,0.0407382,0.0245643,0.0181955,-0.0067123
2006-12-01,-0.0010114,0.0586139,0.0698175,0.0811923,0.0851043,0.0632822,0.0447076,0.0505791,0.045111,0.0213138
2007-01-01,0.0125986,0.0120324,-0.0073717,0.0206095,0.0071941,0.0162397,-0.0103601,-0.0166288,-0.02386,-0.0063913
2007-02-01,-0.0109572,-0.0105923,0.0135131,0.0030031,-1.71e-05,-0.0008291,0.0011241,-0.0013136,-0.0095931,0.0022219
2007-03-01,-0.0024233,0.0657134,-0.0151691,-0.0031243,0.0147968,0.0144025,0.0511849,0.0595588,0.0508142,0.0319097
2007-04-01,0.0241912,0.0410344,0.0572373,0.0342522,0.0182946,0.009343,-0.0008708,0.0181059,0.016314,0.0179882
2007-05-01,0.0027921,-0.0024762,0.0090328,0.0164716,0.0051003,0.015602,0.0177231,0.0194458,0.0264248,0.0331987
2007-06-01,-0.0212774,-0.0003439,-0.0151343,-0.0293663,-0.0501042,-0.0494314,-0.056143,-0.053515,-0.0455702,0.0080651
2007-07-01,-0.0385864,-0.0374095,-0.0467403,-0.012884,-0.0196361,-0.0247574,-0.011115,-0.0116742,-0.0467089,-0.0458293
2007-08-01,-0.0585777,-0.0398835,-0.0375015,-0.0195919,-0.0362027,-0.0322972,-0.0064903,-0.011318,-0.0076711,0.0018973
2007-09-01,-0.0250398,-0.0262935,-0.0397769,-0.0355613,-0.0480313,-0.0611149,-0.0510784,-0.0316038,-0.0135052,0.0395697
2007-10-01,0.0215216,-0.0106935,0.0250742,0.0156225,0.0225165,0.0692898,0.0814484,0.0698992,0.0499665,0.0427006
2007-11-01,-0.0935248,-0.1388759,-0.1427232,-0.111848,-0.1391653,-0.1291491,-0.1075981,-0.083636,-0.0862175,-0.0193516
2007-12-01,-0.0067549,-0.0647887,-0.0398082,-0.0246863,-0.0214395,-0.0361907,-0.0271797,-0.0141725,-0.0107775,0.0081964
2008-01-01,-0.0662111,-0.0535623,-0.0963803,-0.0867904,-0.1124066,-0.0745252,-0.069999,-0.0840439,-0.0981152,-0.0868717
2008-02-01,0.0288214,0.0489998,0.0496423,0.0510376,0.035687,0.0465272,0.0280273,0.0404432,-0.0244155,0.0095373
2008-03-01,-0.0473738,-0.073945,-0.0416589,-0.0445618,-0.0551042,-0.0221562,-0.0137146,-0.0078635,-0.0229989,-0.041936
2008-04-01,-0.023258,0.0188554,0.0473433,0.0129065,0.0373033,0.0191669,0.0044286,0.0083155,0.0011794,0.0803751
2008-05-01,0.0089786,-0.0134241,0.0175641,-0.0073504,-0.0325759,-0.0006187,-0.0024994,0.0025223,-0.0069582,0.0146679
2008-06-01,-0.0375062,-0.0838503,-0.0507903,-0.039901,-0.1016974,-0.069633,-0.094957,-0.0597881,-0.1059985,-0.0486124
2008-07-01,-0.1030894,-0.0506751,-0.0274926,-0.0492482,-0.0611956,-0.0360893,-0.0460731,-0.0525129,-0.0437227,-0.0591857
2008-08-01,0.062283,0.027703,0.0172853,0.0174256,0.0106929,0.0743426,0.056182,0.0431114,0.0771763,0.038582
2008-09-01,-0.1522175,-0.0903763,-0.0994832,-0.1639568,-0.12693,-0.1590519,-0.1447625,-0.178862,-0.1575245,-0.1431769
2008-10-01,-0.1301561,-0.2126788,-0.2458501,-0.2267598,-0.1816791,-0.1964026,-0.2420559,-0.2518849,-0.2053775,-0.0666233
2008-11-01,-0.0411628,-0.1178144,-0.1026303,-0.0787019,-0.0754765,-0.0980828,-0.0662552,-0.0540922,-0.0167195,-0.0149272
2008-12-01,-0.0514394,-0.0828152,-0.0303471,-0.0432436,0.040793,0.0275465,0.054944,0.0565077,0.0405,0.0605963
2009-01-01,-0.0283579,0.0050663,-0.0669581,0.020328,-0.0325116,0.0292647,-0.0287686,-0.0040833,-0.0594185,-0.0396135
2009-02-01,-0.0594365,0.0398237,0.0295418,-0.0442992,-0.0244892,-0.0230732,-0.0328559,-0.013837,-0.020769,-0.0562464
2009-03-01,0.0062332,0.0436343,0.0301027,0.0124119,0.0027026,0.0501034,0.0441831,0.0552618,0.0727545,0.0252083
2009-04-01,0.2670131,0.268165,0.2927858,0.2010024,0.2313861,0.2318159,0.2205833,0.1942031,0.1437547,0.0465255
2009-05-01,0.0638293,0.0162428,0.0593423,0.0303478,0.0230984,0.028634,0.0513444,-0.0001524,0.0408241,0.039891
2009-06-01,-0.0042553,0.0431045,0.074596,-0.0075851,0.0211301,-0.0202975,-0.0420717,0.0003082,-0.0271132,-0.025841
2009-07-01,0.0144317,0.0273221,0.0724893,0.0413783,0.0626149,0.1026709,0.093015,0.0700211,0.0738973,0.0735381
2009-08-01,0.0536099,0.1222846,0.1378147,0.1197814,0.1561698,0.1406659,0.0961798,0.1060509,0.088364,0.0499547
2009-09-01,0.0634131,0.0621118,0.0480543,0.0916723,0.0682136,0.0425569,0.0296628,0.0389128,0.0641852,0.048032
2009-10-01,0.0318852,0.0123016,0.0124275,-0.002208,-0.0426005,-0.0183972,-0.0157719,-0.0315841,-0.0143438,-0.0002528
2009-11-01,-0.0752596,-0.0597916,0.0143171,-0.0282632,-0.0535392,-0.0409022,-0.0122485,0.0100789,0.0235711,0.0471569
2009-12-01,-0.0464325,0.0181944,0.0042013,-0.0240957,0.0291161,0.0431726,0.0252381,0.0457693,0.0539024,0.0541179
2010-01-01,0.0381632,0.0195632,0.0170955,0.0426908,0.0370834,-0.0026062,-0.0052744,-0.0117169,-0.0245151,-0.0419582
2010-02-01,0.0333322,-0.0206312,-0.0177744,0.006237,-0.0171672,-0.006092,-0.004086,0.0172955,0.0197172,0.0300834
2010-03-01,0.0179838,0.0265869,0.030556,0.0150767,0.0201643,0.0360268,0.0853676,0.1014314,0.0995654,0.074772
2010-04-01,0.0920105,0.1002684,0.0448629,0.0302715,0.0513954,0.026317,0.0361801,0.0225617,0.0093361,-0.0330184
2010-05-01,-0.063162,-0.0569165,-0.0470252,-0.0584026,-0.0803058,-0.0732612,-0.0862036,-0.0688602,-0.05309,-0.0602287
2010-06-01,-0.0282593,-0.0343509,0.0308007,0.003524,-0.0105375,0.0048632,-0.0273701,-0.0281075,-0.0176337,-0.0573736
2010-07-01,-0.0102334,0.018864,0.0209299,0.0348731,0.028158,0.0589677,0.0580494,0.0698414,0.0746317,0.0608814
2010-08-01,0.0548759,0.041503,0.0071999,0.0085693,0.0133979,0.0004655,-0.0237463,0.0056149,-0.0082541,0.0030124
2010-09-01,-0.0483854,0.0316029,0.0796519,0.0953411,0.0855221,0.0842475,0.0774168,0.0688847,0.0841151,0.0720922
2010-10-01,0.0427184,0.0678793,0.0610841,0.0326557,0.0141326,0.0263503,0.0384946,0.0336349,0.0343196,0.0287799
2010-11-01,-0.0040987,-0.0061922,-0.015904,-0.0135769,-0.0533088,-0.0246852,-0.0160552,-0.0150954,-0.0230766,-0.0148415
2010-12-01,0.0731476,0.0970524,0.0918415,0.0582848,0.1044076,0.1161494,0.0861857,0.1033924,0.080433,0.0805521
