date,smb,hml,umd,rf,rm,rmrf,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,XS1,XS2,XS3,XS4,XS5,XS6,XS7,XS8,XS9,XS10,XS1_W,XS2_W,XS3_W,XS4_W,XS5_W,XS5_W,XS6_W,XS7_W,XS8_W,XS9_W,XS10_W
1985-06-01,-0.0056113,0.0492101,-0.0022806,0.0094611,-0.0571047,-0.0665658,-0.0331552,-0.0509245,-0.0176417,-0.0392066,-0.0553286,-0.0489888,-0.0542011,-0.0673763,-0.0645146,-0.0562962,-0.0426163,-0.0603856,-0.0271028,-0.0486677,-0.0647897,-0.0584499,-0.0636622,-0.0768374,-0.0739757,-0.0657573,-0.0426163,-0.0603856,-0.0271028,-0.0486677,-0.0647897,-0.0647897,-0.0584499,-0.0636622,-0.0768374,-0.0739757,-0.0657573
1985-07-01,0.0042109,0.0014046,0.0005856,0.0087211,0.022346,0.0136249,0.050678,0.0014476,0.0019072,-0.0021038,0.0018528,-0.0018388,0.0185125,0.0404062,0.0186498,0.0124444,0.0419569,-0.0072735,-0.0068139,-0.0108249,-0.0068683,-0.0105599,0.0097914,0.0316851,0.0099287,0.0037233,0.0419569,-0.0072735,-0.0068139,-0.0108249,-0.0068683,-0.0068683,-0.0105599,0.0097914,0.0316851,0.0099287,0.0037233
1985-08-01,-0.000652,-0.0074961,0.0041059,0.008738,0.0696163,0.0608784,0.0680218,0.0496432,0.0630615,0.073387,0.0637733,0.0766831,0.0535186,0.0613841,0.0871343,0.0725255,0.0592838,0.0409052,0.0543235,0.064649,0.0550353,0.0679451,0.0447806,0.0526461,0.0783963,0.0637875,0.0592838,0.0409052,0.0543235,0.064649,0.0550353,0.0550353,0.0679451,0.0447806,0.0526461,0.0783963,0.0637875
1985-09-01,0.0140117,0.037626,0.0407693,0.008738,-0.0272226,-0.0359606,0.027558,0.056904,0.0239984,0.0173783,0.0240785,0.005318,0.0068696,-0.0102343,-0.0094682,-0.0194568,0.01882,0.048166,0.0152604,0.0086403,0.0153405,-0.00342,-0.0018684,-0.0189723,-0.0182062,-0.0281948,0.01882,0.048166,0.0152604,0.0086403,0.0153405,0.0153405,-0.00342,-0.0018684,-0.0189723,-0.0182062,-0.0281948
1985-10-01,0.0039807,0.0141347,0.0450248,0.0088388,0.0747628,0.065924,0.0600658,0.0336049,0.0698771,0.0236005,0.0524549,0.0487631,0.0562817,0.0895767,0.0975638,0.0610261,0.051227,0.0247661,0.0610383,0.0147617,0.0436161,0.0399243,0.0474429,0.0807379,0.088725,0.0521873,0.051227,0.0247661,0.0610383,0.0147617,0.0436161,0.0436161,0.0399243,0.0474429,0.0807379,0.088725,0.0521873
1985-11-01,-0.0242869,-0.0105667,0.0006867,0.0087464,0.0422689,0.0335226,0.0572242,0.0410012,0.0359414,-0.0025665,0.0338227,0.0033539,0.0225849,0.0215493,0.0172132,0.0473381,0.0484778,0.0322548,0.027195,-0.0113129,0.0250763,-0.0053925,0.0138385,0.0128029,0.0084668,0.0385917,0.0484778,0.0322548,0.027195,-0.0113129,0.0250763,0.0250763,-0.0053925,0.0138385,0.0128029,0.0084668,0.0385917
1985-12-01,-0.0023477,0.0093818,-0.033715,0.0088641,-0.0159711,-0.0248351,0.0462937,0.0334535,-0.0142743,0.0020007,-0.0226287,-0.0040485,-0.0055283,-0.0288066,-0.0217935,-0.011249,0.0374296,0.0245894,-0.0231384,-0.0068634,-0.0314928,-0.0129126,-0.0143924,-0.0376707,-0.0306576,-0.0201131,0.0374296,0.0245894,-0.0231384,-0.0068634,-0.0314928,-0.0314928,-0.0129126,-0.0143924,-0.0376707,-0.0306576,-0.0201131
1986-01-01,0.0232925,0.0418986,-0.0080143,0.0095621,0.0233689,0.0138068,0.0604207,0.0607344,0.0418554,0.0234496,0.0177743,0.0446699,0.0455884,0.0435634,0.0339769,0.0143991,0.0508586,0.0511723,0.0322933,0.0138875,0.0082122,0.0351078,0.0360263,0.0340013,0.0244148,0.004837,0.0508586,0.0511723,0.0322933,0.0138875,0.0082122,0.0082122,0.0351078,0.0360263,0.0340013,0.0244148,0.004837
1986-02-01,-0.0120838,-0.0302829,0.0218466,0.009377,0.0817715,0.0723945,0.1018752,0.0993301,0.0828724,0.0890289,0.0633578,0.0744924,0.0733694,0.0760179,0.0932689,0.090283,0.0924982,0.0899531,0.0734954,0.0796519,0.0539808,0.0651154,0.0639924,0.0666409,0.0838919,0.080906,0.0924982,0.0899531,0.0734954,0.0796519,0.0539808,0.0539808,0.0651154,0.0639924,0.0666409,0.0838919,0.080906
1986-03-01,-0.0160253,0.0097231,0.0565782,0.0085446,0.0828538,0.0743092,0.0519257,0.0369933,0.0417962,0.0372384,0.0450952,0.0447119,0.0688342,0.0695141,0.0708269,0.0782745,0.0433811,0.0284487,0.0332516,0.0286938,0.0365506,0.0361673,0.0602896,0.0609695,0.0622823,0.0697299,0.0433811,0.0284487,0.0332516,0.0286938,0.0365506,0.0365506,0.0361673,0.0602896,0.0609695,0.0622823,0.0697299
1986-04-01,0.0612535,0.0121524,0.0191934,0.0078557,0.0104543,0.0025986,0.0945799,0.1015549,0.0916395,0.0389764,0.0484591,0.0564951,0.048725,0.0756557,0.0413604,1.94e-05,0.0867242,0.0936992,0.0837838,0.0311207,0.0406034,0.0486394,0.0408693,0.0678,0.0335047,-0.0078363,0.0867242,0.0936992,0.0837838,0.0311207,0.0406034,0.0406034,0.0486394,0.0408693,0.0678,0.0335047,-0.0078363
1986-05-01,0.0144534,0.0286014,-0.0086936,0.0074694,-0.0305244,-0.0379939,0.0309951,0.0267103,0.0161645,0.010515,0.0266013,-0.0052602,-0.0167781,-0.0232065,-0.0175153,-0.0299685,0.0235257,0.0192409,0.0086951,0.0030456,0.0191319,-0.0127296,-0.0242475,-0.0306759,-0.0249847,-0.0374379,0.0235257,0.0192409,0.0086951,0.0030456,0.0191319,0.0191319,-0.0127296,-0.0242475,-0.0306759,-0.0249847,-0.0374379
1986-06-01,0.0006062,0.0201453,0.019111,0.0074442,0.037278,0.0298338,0.0470979,0.0552302,0.0513006,0.0528502,0.0267006,0.0421483,0.0378521,0.0286824,0.0324351,0.0342108,0.0396537,0.047786,0.0438564,0.045406,0.0192564,0.0347041,0.0304079,0.0212382,0.0249909,0.0267666,0.0396537,0.047786,0.0438564,0.045406,0.0192564,0.0192564,0.0347041,0.0304079,0.0212382,0.0249909,0.0267666
1986-07-01,0.0215328,0.0043322,-0.0053434,0.0076122,-0.0505762,-0.0581884,0.0374605,0.0123334,0.0007748,-0.0059841,-0.0193562,-0.0240065,-0.0317073,-0.0419112,-0.0385758,-0.0609169,0.0298483,0.0047212,-0.0068374,-0.0135963,-0.0269684,-0.0316187,-0.0393195,-0.0495234,-0.046188,-0.0685291,0.0298483,0.0047212,-0.0068374,-0.0135963,-0.0269684,-0.0269684,-0.0316187,-0.0393195,-0.0495234,-0.046188,-0.0685291
1986-08-01,-0.0435215,-0.0090217,-0.0297982,0.0074694,0.0620489,0.0545795,0.035624,0.0174064,0.002218,0.0115421,0.0464556,0.0174241,0.0186587,0.0243977,0.0296423,0.0712698,0.0281546,0.009937,-0.0052514,0.0040727,0.0389862,0.0099547,0.0111893,0.0169283,0.0221729,0.0638004,0.0281546,0.009937,-0.0052514,0.0040727,0.0389862,0.0389862,0.0099547,0.0111893,0.0169283,0.0221729,0.0638004
1986-09-01,0.014049,0.0382021,0.0141849,0.0077381,-0.0557837,-0.0635218,-0.0071255,-0.019163,-0.0169678,-0.0221182,-0.019125,-0.0066364,-0.0309148,-0.0430657,-0.0401005,-0.0544508,-0.0148636,-0.0269011,-0.0247059,-0.0298563,-0.0268631,-0.0143745,-0.0386529,-0.0508038,-0.0478386,-0.0621889,-0.0148636,-0.0269011,-0.0247059,-0.0298563,-0.0268631,-0.0268631,-0.0143745,-0.0386529,-0.0508038,-0.0478386,-0.0621889
1986-10-01,-0.005811,0.0281472,-0.0161919,0.0084018,0.0535864,0.0451847,0.0925876,0.0469612,0.0596358,0.0365558,0.0397608,0.0406366,0.0411669,0.0416644,0.0450413,0.048633,0.0841858,0.0385594,0.051234,0.028154,0.031359,0.0322348,0.0327651,0.0332626,0.0366395,0.0402312,0.0841858,0.0385594,0.051234,0.028154,0.031359,0.031359,0.0322348,0.0327651,0.0332626,0.0366395,0.0402312
1986-11-01,0.0237923,0.0284456,-0.0064688,0.0084858,0.0133888,0.004903,0.0779089,0.0603384,0.0409259,0.0648987,0.0148505,0.0425543,0.0422333,0.0338125,0.0396062,0.0179415,0.0694231,0.0518526,0.0324401,0.0564129,0.0063647,0.0340685,0.0337475,0.0253267,0.0311204,0.0094557,0.0694231,0.0518526,0.0324401,0.0564129,0.0063647,0.0063647,0.0340685,0.0337475,0.0253267,0.0311204,0.0094557
1986-12-01,0.0007401,0.0314935,-0.0009449,0.008469,0.02819,0.019721,0.0499363,0.0305861,0.0309808,0.0181963,0.0268839,0.0205745,0.0368934,0.0153207,0.0142968,0.0214569,0.0414673,0.0221171,0.0225118,0.0097273,0.0184149,0.0121055,0.0284244,0.0068517,0.0058278,0.0129879,0.0414673,0.0221171,0.0225118,0.0097273,0.0184149,0.0184149,0.0121055,0.0284244,0.0068517,0.0058278,0.0129879
1987-01-01,0.0099703,0.0102357,0.0204516,0.0084018,0.0844793,0.0760776,0.0821297,0.0770105,0.077522,0.0923774,0.0941791,0.0910264,0.0884057,0.09391,0.0975903,0.0811266,0.0737279,0.0686087,0.0691202,0.0839756,0.0857773,0.0826246,0.0800039,0.0855082,0.0891885,0.0727248,0.0737279,0.0686087,0.0691202,0.0839756,0.0857773,0.0857773,0.0826246,0.0800039,0.0855082,0.0891885,0.0727248
1987-02-01,-0.0188739,-0.0566635,-0.0114116,0.0081245,0.0914423,0.0833178,0.1306014,0.1141636,0.0848591,0.1024769,0.0998756,0.0992838,0.1186044,0.0814406,0.0869731,0.1100547,0.1224769,0.1060391,0.0767346,0.0943524,0.0917511,0.0911593,0.1104799,0.0733161,0.0788486,0.1019302,0.1224769,0.1060391,0.0767346,0.0943524,0.0917511,0.0917511,0.0911593,0.1104799,0.0733161,0.0788486,0.1019302
1987-03-01,0.0420013,0.0475136,0.032086,0.0074526,0.0200993,0.0126467,0.1122712,0.1216907,0.0900218,0.0927199,0.0834795,0.1013262,0.049322,0.0600146,0.0551514,0.0094926,0.1048186,0.1142381,0.0825692,0.0852673,0.0760269,0.0938736,0.0418694,0.052562,0.0476988,0.00204,0.1048186,0.1142381,0.0825692,0.0852673,0.0760269,0.0760269,0.0938736,0.0418694,0.052562,0.0476988,0.00204
1987-04-01,-0.0007962,0.0152582,-0.0171822,0.0073435,0.0263409,0.0189974,0.0518072,0.0399827,0.0538805,0.0484462,0.0667045,0.0348221,0.0353811,0.0367677,0.021566,0.0370551,0.0444637,0.0326392,0.046537,0.0411027,0.059361,0.0274786,0.0280376,0.0294242,0.0142225,0.0297116,0.0444637,0.0326392,0.046537,0.0411027,0.059361,0.059361,0.0274786,0.0280376,0.0294242,0.0142225,0.0297116
1987-05-01,0.0042703,0.0012713,0.0164823,0.0068148,0.0748703,0.0680555,0.1380978,0.1319143,0.0915653,0.0854942,0.1067251,0.0799661,0.0802863,0.0783035,0.0684964,0.0757915,0.131283,0.1250995,0.0847505,0.0786794,0.0999103,0.0731513,0.0734715,0.0714887,0.0616816,0.0689767,0.131283,0.1250995,0.0847505,0.0786794,0.0999103,0.0999103,0.0731513,0.0734715,0.0714887,0.0616816,0.0689767
1987-06-01,0.0732048,0.0456378,0.0370262,0.0070246,0.0535864,0.0465619,0.2235563,0.2155451,0.1443867,0.121826,0.1817405,0.1138292,0.1331357,0.0839268,0.0843254,0.0364922,0.2165317,0.2085205,0.1373621,0.1148014,0.1747159,0.1068046,0.1261111,0.0769022,0.0773008,0.0294676,0.2165317,0.2085205,0.1373621,0.1148014,0.1747159,0.1747159,0.1068046,0.1261111,0.0769022,0.0773008,0.0294676
1987-07-01,0.0530494,0.0184501,0.0124952,0.0071588,0.0450869,0.037928,0.2796957,0.202944,0.1628641,0.1332809,0.119625,0.1069842,0.1242576,0.0699653,0.0681125,0.038676,0.2725369,0.1957852,0.1557053,0.1261221,0.1124662,0.0998254,0.1170988,0.0628065,0.0609537,0.0315172,0.2725369,0.1957852,0.1557053,0.1261221,0.1124662,0.1124662,0.0998254,0.1170988,0.0628065,0.0609537,0.0315172
1987-08-01,-0.0041129,0.0005553,-0.0063534,0.0078725,-0.0437157,-0.0515882,-0.0525912,-0.0464846,-0.046928,-0.0451908,-0.0309384,-0.0387025,-0.0471489,-0.0406331,-0.0494498,-0.0372403,-0.0604637,-0.0543571,-0.0548005,-0.0530633,-0.0388109,-0.046575,-0.0550214,-0.0485056,-0.0573223,-0.0451128,-0.0604637,-0.0543571,-0.0548005,-0.0530633,-0.0388109,-0.0388109,-0.046575,-0.0550214,-0.0485056,-0.0573223,-0.0451128
1987-09-01,-0.0007709,-5.41e-05,0.0049892,0.0077969,0.0568576,0.0490607,0.037063,0.0256656,0.0456889,0.0449432,0.0495385,0.0634414,0.0398632,0.0519024,0.0546144,0.0504691,0.0292661,0.0178687,0.037892,0.0371463,0.0417416,0.0556445,0.0320663,0.0441055,0.0468175,0.0426722,0.0292661,0.0178687,0.037892,0.0371463,0.0417416,0.0417416,0.0556445,0.0320663,0.0441055,0.0468175,0.0426722
1987-10-01,0.0214637,0.0503807,-0.0483756,0.0071085,-0.2634661,-0.2705746,-0.1764971,-0.2003999,-0.2068644,-0.1998214,-0.2256426,-0.2360282,-0.2402779,-0.2552876,-0.2866858,-0.2698701,-0.1836056,-0.2075084,-0.2139729,-0.2069299,-0.2327511,-0.2431367,-0.2473864,-0.2623961,-0.2937943,-0.2769786,-0.1836056,-0.2075084,-0.2139729,-0.2069299,-0.2327511,-0.2327511,-0.2431367,-0.2473864,-0.2623961,-0.269735009884652,-0.2224287856627279
1987-11-01,-0.0484776,0.0304328,-0.0114699,0.0068064,-0.099045,-0.1058514,-0.150949,-0.1745299,-0.1634656,-0.1653152,-0.1702211,-0.1753467,-0.1693962,-0.1340284,-0.110808,-0.0958672,-0.1577554,-0.1813363,-0.170272,-0.1721216,-0.1770275,-0.1821531,-0.1762026,-0.1408348,-0.1176144,-0.1026736,-0.1577554,-0.1813363,-0.170272,-0.1721216,-0.1770275,-0.1770275,-0.1821531,-0.1762026,-0.1408348,-0.1176144,-0.1026736
1987-12-01,-0.0078604,0.0174726,-0.0325402,0.0065967,0.0968035,0.0902068,0.0063523,0.0275481,-0.0071553,0.0273638,0.0393519,0.0482514,0.0691219,0.1108929,0.1291236,0.0983131,-0.0002444,0.0209514,-0.013752,0.0207671,0.0327552,0.0416547,0.0625252,0.1042962,0.1225269,0.0917164,-0.0002444,0.0209514,-0.013752,0.0207671,0.0327552,0.0327552,0.0416547,0.0625252,0.1042962,0.1225269,0.0917164
1988-01-01,0.0127926,0.0004411,-0.0085179,0.0065967,0.0560125,0.0494158,0.0427873,0.0446797,0.0733932,0.0639925,0.0698698,0.0680914,0.0844957,0.0735614,0.0615327,0.0548483,0.0361906,0.038083,0.0667965,0.0573958,0.0632731,0.0614947,0.077899,0.0669647,0.054936,0.0482516,0.0361906,0.038083,0.0667965,0.0573958,0.0632731,0.0632731,0.0614947,0.077899,0.0669647,0.054936,0.0482516
1988-02-01,0.0091019,0.0080893,0.0035033,0.0070581,-0.0049875,-0.0120456,0.0076811,0.0111247,0.0003604,0.0316374,0.0035564,-0.0026957,0.0110559,0.0023517,0.0032012,-0.0078814,0.000623,0.0040666,-0.0066977,0.0245793,-0.0035017,-0.0097538,0.0039978,-0.0047064,-0.0038569,-0.0149395,0.000623,0.0040666,-0.0066977,0.0245793,-0.0035017,-0.0035017,-0.0097538,0.0039978,-0.0047064,-0.0038569,-0.0149395
1988-03-01,0.0186275,0.0206623,0.0317328,0.0065044,-0.0088605,-0.0153649,-0.0109347,-0.0034901,-0.0109441,-0.0046974,0.0071295,0.0181291,0.0016503,0.0192452,-0.0029048,-0.0107345,-0.0174391,-0.0099945,-0.0174485,-0.0112018,0.0006251,0.0116247,-0.0048541,0.0127408,-0.0094092,-0.0172389,-0.0174391,-0.0099945,-0.0174485,-0.0112018,0.0006251,0.0006251,0.0116247,-0.0048541,0.0127408,-0.0094092,-0.0172389
1988-04-01,-0.0058861,0.0103791,0.0060919,0.0063031,0.0386274,0.0323243,0.0579049,0.0221892,0.0490581,0.0424923,0.0352839,0.0370922,0.0311062,0.0385798,0.0477982,0.0441017,0.0516018,0.0158861,0.042755,0.0361892,0.0289808,0.0307891,0.0248031,0.0322767,0.0414951,0.0377986,0.0516018,0.0158861,0.042755,0.0361892,0.0289808,0.0289808,0.0307891,0.0248031,0.0322767,0.0414951,0.0377986
1988-05-01,0.0229361,0.0001223,0.0261566,0.0057749,-0.0014989,-0.0072738,0.0291698,0.0339508,0.0192476,0.0155437,0.0281164,0.0269001,0.0386013,0.0292272,0.0057371,-0.0041519,0.0233949,0.0281759,0.0134727,0.0097688,0.0223415,0.0211252,0.0328264,0.0234523,-3.78e-05,-0.0099268,0.0233949,0.0281759,0.0134727,0.0097688,0.0223415,0.0223415,0.0211252,0.0328264,0.0234523,-3.78e-05,-0.0099268
1988-06-01,-0.0083498,0.0020622,-0.0302534,0.0072344,0.0463417,0.0391073,0.0417443,0.063326,0.061975,0.0367429,0.0519825,0.0440245,0.037085,0.0283626,0.0519804,0.0433061,0.0345099,0.0560916,0.0547406,0.0295085,0.0447481,0.0367901,0.0298506,0.0211282,0.044746,0.0360717,0.0345099,0.0560916,0.0547406,0.0295085,0.0447481,0.0447481,0.0367901,0.0298506,0.0211282,0.044746,0.0360717
1988-07-01,0.0193053,0.0206167,0.015098,0.0081749,0.0058169,-0.002358,0.0423383,0.0390967,0.0265496,0.0323174,0.0303977,0.0240205,0.0078364,0.0221659,0.0136067,0.0042786,0.0341634,0.0309218,0.0183747,0.0241425,0.0222228,0.0158456,-0.0003385,0.013991,0.0054318,-0.0038963,0.0341634,0.0309218,0.0183747,0.0241425,0.0222228,0.0222228,0.0158456,-0.0003385,0.013991,0.0054318,-0.0038963
1988-08-01,-0.0005181,0.0175032,0.0128037,0.0090995,-0.0523784,-0.0614779,0.0131239,-2.38e-05,-0.0236256,-0.0378338,-0.0386875,-0.029369,-0.0420626,-0.0605929,-0.0638549,-0.0500797,0.0040244,-0.0091233,-0.0327251,-0.0469333,-0.047787,-0.0384685,-0.0511621,-0.0696924,-0.0729544,-0.0591792,0.0040244,-0.0091233,-0.0327251,-0.0469333,-0.047787,-0.047787,-0.0384685,-0.0511621,-0.0696924,-0.0729544,-0.0591792
1988-09-01,-0.0305311,0.0113489,0.0146389,0.0090322,0.0423732,0.0333409,0.0103188,-0.0087601,-0.0108199,-0.0041771,0.0107155,0.0027546,0.0184384,0.0274005,0.0352542,0.0483884,0.0012866,-0.0177923,-0.0198521,-0.0132093,0.0016833,-0.0062776,0.0094062,0.0183683,0.026222,0.0393562,0.0012866,-0.0177923,-0.0198521,-0.0132093,0.0016833,0.0016833,-0.0062776,0.0094062,0.0183683,0.026222,0.0393562
1988-10-01,0.0152531,0.0148209,-0.0126416,0.0091163,0.0240855,0.0149692,0.0708873,0.0364776,0.0232484,0.0251559,0.0339183,0.0358022,0.0302009,0.0354028,0.0370021,0.0210866,0.061771,0.0273613,0.0141321,0.0160396,0.024802,0.0266859,0.0210846,0.0262865,0.0278858,0.0119703,0.061771,0.0273613,0.0141321,0.0160396,0.024802,0.024802,0.0266859,0.0210846,0.0262865,0.0278858,0.0119703
1988-11-01,0.0119516,0.037304,0.0112708,0.0099239,-0.0295545,-0.0394784,0.0008095,-0.0309313,-0.0200772,-0.0256424,-0.0131072,-0.0245587,-0.0293024,-0.0237657,-0.0363817,-0.0315928,-0.0091144,-0.0408552,-0.0300011,-0.0355663,-0.0230311,-0.0344826,-0.0392263,-0.0336896,-0.0463056,-0.0415167,-0.0091144,-0.0408552,-0.0300011,-0.0355663,-0.0230311,-0.0230311,-0.0344826,-0.0392263,-0.0336896,-0.0463056,-0.0415167
1988-12-01,-0.0409148,0.0135407,-0.0075772,0.0098734,-0.0034939,-0.0133673,-0.0453874,-0.0299792,-0.0434754,-0.0417635,-0.0319372,-0.0437605,-0.038599,-0.0328956,-0.0333133,0.0058146,-0.0552608,-0.0398526,-0.0533488,-0.0516369,-0.0418106,-0.0536339,-0.0484724,-0.042769,-0.0431867,-0.0040588,-0.0552608,-0.0398526,-0.0533488,-0.0516369,-0.0418106,-0.0418106,-0.0536339,-0.0484724,-0.042769,-0.0431867,-0.0040588
1989-01-01,-0.040974,0.0073402,-0.0335442,0.009722,0.1424785,0.1327565,0.0600065,0.0897287,0.0886015,0.0927598,0.0680229,0.1089091,0.1023458,0.1092086,0.1278173,0.1452592,0.0502845,0.0800067,0.0788795,0.0830378,0.0583009,0.0991871,0.0926238,0.0994866,0.1180953,0.1355372,0.0502845,0.0800067,0.0788795,0.0830378,0.0583009,0.0583009,0.0991871,0.0926238,0.0994866,0.1180953,0.1355372
1989-02-01,0.0372078,-0.01829,0.0310168,0.0098734,-0.0081665,-0.0180399,0.0402224,0.0406241,0.0430057,0.0357929,0.0405579,0.0363382,0.0399595,0.0454163,0.0118087,-0.0124993,0.030349,0.0307507,0.0331323,0.0259195,0.0306845,0.0264648,0.0300861,0.0355429,0.0019353,-0.0223727,0.030349,0.0307507,0.0331323,0.0259195,0.0306845,0.0306845,0.0264648,0.0300861,0.0355429,0.0019353,-0.0223727
1989-03-01,-0.0127584,-0.009253,0.0110374,0.0097809,0.0358269,0.026046,0.0510138,0.0333158,0.0302875,0.0395858,0.0326541,0.0286654,0.0184408,0.0321507,0.0238884,0.0388082,0.0412329,0.0235349,0.0205066,0.0298049,0.0228732,0.0188845,0.0086599,0.0223698,0.0141075,0.0290273,0.0412329,0.0235349,0.0205066,0.0298049,0.0228732,0.0228732,0.0188845,0.0086599,0.0223698,0.0141075,0.0290273
1989-04-01,-0.0209893,-0.0113681,0.0091091,0.0096631,0.0164336,0.0067705,0.022301,0.0250285,0.031464,0.0089836,0.0072707,0.0081616,0.0132552,0.0105524,0.009739,0.025474,0.0126379,0.0153654,0.0218009,-0.0006795,-0.0023924,-0.0015015,0.0035921,0.0008893,7.59e-05,0.0158109,0.0126379,0.0153654,0.0218009,-0.0006795,-0.0023924,-0.0023924,-0.0015015,0.0035921,0.0008893,7.59e-05,0.0158109
1989-05-01,-0.0077889,-0.011841,0.0331237,0.0104374,0.0045101,-0.0059273,0.022146,0.0207035,0.0376707,0.0084358,0.0070523,0.0075025,-0.0006234,-0.0107272,0.0122037,0.0106228,0.0117086,0.0102661,0.0272333,-0.0020016,-0.0033851,-0.0029349,-0.0110608,-0.0211646,0.0017663,0.0001854,0.0117086,0.0102661,0.0272333,-0.0020016,-0.0033851,-0.0033851,-0.0029349,-0.0110608,-0.0211646,0.0017663,0.0001854
1989-06-01,-0.0220053,0.0119885,0.0046209,0.0106985,0.0133888,0.0026903,0.0033737,-0.0024143,0.0046616,-0.0030435,-0.0010421,-0.0092019,-0.0124679,-0.0025261,0.0065839,0.0204586,-0.0073248,-0.0131128,-0.0060369,-0.013742,-0.0117406,-0.0199004,-0.0231664,-0.0132246,-0.0041146,0.0097601,-0.0073248,-0.0131128,-0.0060369,-0.013742,-0.0117406,-0.0117406,-0.0199004,-0.0231664,-0.0132246,-0.0041146,0.0097601
1989-07-01,-0.0271264,0.0184228,-0.0026346,0.0104122,0.0685472,0.0581351,0.0193051,0.0145088,0.0215639,0.0279195,0.0290087,0.0379025,0.0345132,0.046836,0.0631529,0.0688743,0.0088929,0.0040966,0.0111517,0.0175073,0.0185965,0.0274903,0.024101,0.0364238,0.0527407,0.0584621,0.0088929,0.0040966,0.0111517,0.0175073,0.0185965,0.0185965,0.0274903,0.024101,0.0364238,0.0527407,0.0584621
1989-08-01,-0.0364803,-0.0510539,0.0059019,0.0104964,0.0325175,0.0220211,-0.0139099,-0.0060453,-0.0149657,-0.0107941,-0.0054676,-0.0106691,-0.0002569,0.0016604,0.0106403,0.0347233,-0.0244063,-0.0165417,-0.0254621,-0.0212905,-0.015964,-0.0211655,-0.0107533,-0.008836,0.0001439,0.0242269,-0.0244063,-0.0165417,-0.0254621,-0.0212905,-0.015964,-0.015964,-0.0211655,-0.0107533,-0.008836,0.0001439,0.0242269
1989-09-01,0.0183013,0.0150244,-0.0155356,0.0105637,-0.0280005,-0.0385642,-0.0215659,-0.0253205,-0.0063106,-0.012731,-0.0294639,-0.0197071,-0.0140466,-0.0205995,-0.020132,-0.0341415,-0.0321296,-0.0358842,-0.0168743,-0.0232947,-0.0400276,-0.0302708,-0.0246103,-0.0311632,-0.0306957,-0.0447052,-0.0321296,-0.0358842,-0.0168743,-0.0232947,-0.0400276,-0.0400276,-0.0302708,-0.0246103,-0.0311632,-0.0306957,-0.0447052
1989-10-01,-0.0343185,-0.0103245,0.0120211,0.0105637,-0.0723493,-0.082913,-0.0946364,-0.1203689,-0.1313434,-0.121035,-0.1172715,-0.1304557,-0.1308426,-0.1053248,-0.1063487,-0.0754474,-0.1052001,-0.1309326,-0.1419071,-0.1315987,-0.1278352,-0.1410194,-0.1414063,-0.1158885,-0.1169124,-0.0860111,-0.1052001,-0.1309326,-0.1419071,-0.1315987,-0.1278352,-0.1278352,-0.1410194,-0.1414063,-0.1158885,-0.1169124,-0.0860111
1989-11-01,-0.0445904,-0.0123583,0.0338855,0.0105722,0.0573862,0.046814,-0.0114954,-0.0162972,-0.0294458,-0.0103217,-0.0147485,-0.012168,-0.0053749,0.0074186,0.0285655,0.0564849,-0.0220676,-0.0268694,-0.040018,-0.0208939,-0.0253207,-0.0227402,-0.0159471,-0.0031536,0.0179933,0.0459127,-0.0220676,-0.0268694,-0.040018,-0.0208939,-0.0253207,-0.0253207,-0.0227402,-0.0159471,-0.0031536,0.0179933,0.0459127
1989-12-01,-0.0272322,0.0168865,-0.0147303,0.0113304,0.0617304,0.0504,0.0048483,0.015751,0.0166588,0.017635,0.0205101,0.0306693,0.0341759,0.0404157,0.0426135,0.0618444,-0.0064821,0.0044206,0.0053284,0.0063046,0.0091797,0.0193389,0.0228455,0.0290853,0.0312831,0.050514,-0.0064821,0.0044206,0.0053284,0.0063046,0.0091797,0.0091797,0.0193389,0.0228455,0.0290853,0.0312831,0.050514
1990-01-01,0.0364214,0.0088215,-0.0021172,0.0113135,-0.0276116,-0.0389252,0.0108598,0.0159204,0.011864,0.001394,-0.0046443,0.0136469,0.0126394,0.0025063,-0.0199575,-0.0340856,-0.0004537,0.0046069,0.0005505,-0.0099195,-0.0159578,0.0023334,0.0013259,-0.0088072,-0.031271,-0.0453991,-0.0004537,0.0046069,0.0005505,-0.0099195,-0.0159578,-0.0159578,0.0023334,0.0013259,-0.0088072,-0.031271,-0.0453991
1990-02-01,-0.0082551,-0.0150055,0.01028,0.0112292,-0.0346842,-0.0459135,-0.0264732,-0.0422818,-0.0396578,-0.0375536,-0.0438297,-0.0309336,-0.0301296,-0.0441871,-0.0471071,-0.0311097,-0.0377024,-0.053511,-0.050887,-0.0487828,-0.0550589,-0.0421628,-0.0413588,-0.0554163,-0.0583363,-0.0423389,-0.0377024,-0.053511,-0.050887,-0.0487828,-0.0550589,-0.0550589,-0.0421628,-0.0413588,-0.0554163,-0.0583363,-0.0423389
